Name,Reference,Description,Owner,Documents,Controls
CP-04.E02 Contingency Plan Testing | Alternate Processing Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-04.E02 Contingency Plan Testing | Alternate Processing Site"
CP-06.1 Alternate Storage Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-06.1 Alternate Storage Site"
CP-06.1 Alternate Storage Site,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-06.1 Alternate Storage Site"
CP-06.E01 Alternate Storage Site | Separation From Primary Site,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-06.E01 Alternate Storage Site | Separation From Primary Site"
CP-06.E01 Alternate Storage Site | Separation From Primary Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-06.E01 Alternate Storage Site | Separation From Primary Site"
CP-06.E02 Alternate Storage Site | Recovery Time / Point Objectives,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-06.E02 Alternate Storage Site | Recovery Time / Point Objectives"
CP-06.E02 Alternate Storage Site | Recovery Time / Point Objectives,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-06.E02 Alternate Storage Site | Recovery Time / Point Objectives"
CP-06.E03 Alternate Storage Site | Accessibility,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-06.E03 Alternate Storage Site | Accessibility"
CP-06.E03 Alternate Storage Site | Accessibility,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-06.E03 Alternate Storage Site | Accessibility"
CP-07.1 Alternate Processing Site,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-07.1 Alternate Processing Site"
CP-07.1 Alternate Processing Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-07.1 Alternate Processing Site"
CP-07.1 Alternate Processing Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-07.1 Alternate Processing Site"
CP-07.E01 Alternate Processing Site | Separation From Primary Site,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-07.E01 Alternate Processing Site | Separation From Primary Site"
CP-07.E01 Alternate Processing Site | Separation From Primary Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-07.E01 Alternate Processing Site | Separation From Primary Site"
CP-07.E02 Alternate Processing Site | Accessibility,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-07.E02 Alternate Processing Site | Accessibility"
CP-07.E02 Alternate Processing Site | Accessibility,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-07.E02 Alternate Processing Site | Accessibility"
CP-07.E03 Alternate Processing Site | Priority Of Service,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-07.E03 Alternate Processing Site | Priority Of Service"
CP-07.E04 Alternate Processing Site | Preparation For Use,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-07.E04 Alternate Processing Site | Preparation For Use"
CP-07.E04 Alternate Processing Site | Preparation For Use,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-07.E04 Alternate Processing Site | Preparation For Use"
CP-08.1 Telecommunications Services,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-08.1 Telecommunications Services"
CP-08.1 Telecommunications Services,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.1 Telecommunications Services"
CP-08.1 Telecommunications Services,"VA Handbook 6500, Appendix F.,","VA Handbook 6500, Appendix F.,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.1 Telecommunications Services"
CP-08.1 Telecommunications Services,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Badhan S. Mandal,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Contingency Planning, question - CP-08.1 Telecommunications Services"
CP-08.1 Telecommunications Services,CP-8_AWS_VA_TIC_Direct_Connect,CP-8_AWS_VA_TIC_Direct_Connect,Badhan S. Mandal,CP-8_AWS_VA_TIC_Direct_Connect.png,"Survey - 3-2 Contingency Planning, question - CP-08.1 Telecommunications Services"
CP-08.E01 Telecommunications Services | Priority Of Service Provisions,CP-8_AWS_VA_TIC_Direct_Connect,CP-8_AWS_VA_TIC_Direct_Connect,Badhan S. Mandal,CP-8_AWS_VA_TIC_Direct_Connect.png,"Survey - 3-2 Contingency Planning, question - CP-08.E01 Telecommunications Services | Priority Of Service Provisions"
CP-08.E01 Telecommunications Services | Priority Of Service Provisions,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Badhan S. Mandal,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E01 Telecommunications Services | Priority Of Service Provisions"
CP-08.E01 Telecommunications Services | Priority Of Service Provisions,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.E01 Telecommunications Services | Priority Of Service Provisions"
CP-08.E01 Telecommunications Services | Priority Of Service Provisions,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E01 Telecommunications Services | Priority Of Service Provisions"
CP-08.E02 Telecommunications Services | Single Points Of Failure,CP-8_AWS_VA_TIC_Direct_Connect,CP-8_AWS_VA_TIC_Direct_Connect,Badhan S. Mandal,CP-8_AWS_VA_TIC_Direct_Connect.png,"Survey - 3-2 Contingency Planning, question - CP-08.E02 Telecommunications Services | Single Points Of Failure"
CP-08.E02 Telecommunications Services | Single Points Of Failure,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Badhan S. Mandal,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E02 Telecommunications Services | Single Points Of Failure"
CP-08.E02 Telecommunications Services | Single Points Of Failure,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.E02 Telecommunications Services | Single Points Of Failure"
CP-08.E02 Telecommunications Services | Single Points Of Failure,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E02 Telecommunications Services | Single Points Of Failure"
CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers,CP-8_AWS_VA_TIC_Direct_Connect,CP-8_AWS_VA_TIC_Direct_Connect,Badhan S. Mandal,CP-8_AWS_VA_TIC_Direct_Connect.png,"Survey - 3-2 Contingency Planning, question - CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers"
CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Badhan S. Mandal,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers"
CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers"
CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.E03 Telecommunications Services | Separation Of Primary / Alternate Providers"
CP-08.E04 Telecommunications Services | Provider Contingency Plan,CP-8_AWS_VA_TIC_Direct_Connect,CP-8_AWS_VA_TIC_Direct_Connect,Badhan S. Mandal,CP-8_AWS_VA_TIC_Direct_Connect.png,"Survey - 3-2 Contingency Planning, question - CP-08.E04 Telecommunications Services | Provider Contingency Plan"
CP-08.E04 Telecommunications Services | Provider Contingency Plan,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Badhan S. Mandal,CP-8.1_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E04 Telecommunications Services | Provider Contingency Plan"
CP-08.E04 Telecommunications Services | Provider Contingency Plan,VAM - ISCP 1.1,VAM - ISCP 1.1,Badhan S. Mandal,VAM - ISCP 1.1.docx,"Survey - 3-2 Contingency Planning, question - CP-08.E04 Telecommunications Services | Provider Contingency Plan"
CP-08.E04 Telecommunications Services | Provider Contingency Plan,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-08.E04 Telecommunications Services | Provider Contingency Plan"
CP-09.1 Information System Backup,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-09.1 Information System Backup"
CP-09.E01 Information System Backup | Testing For Reliability / Integrity,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-09.E01 Information System Backup | Testing For Reliability / Integrity"
CP-09.E02 Information System Backup | Test Restoration Using Sampling,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-09.E02 Information System Backup | Test Restoration Using Sampling"
CP-09.E03 Information System Backup | Separate Storage For Critical Information,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-09.E03 Information System Backup | Separate Storage For Critical Information"
CP-09.E05 Information System Backup | Transfer To Alternate Storage Site,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-09.E05 Information System Backup | Transfer To Alternate Storage Site"
CP-10.1 Information System Recovery And Reconstitution,7_VAEC_AWS_ISCP_16JAN2018,7_VAEC_AWS_ISCP_16JAN2018,Badhan S. Mandal,7_VAEC_AWS_ISCP_16JAN2018.pdf,"Survey - 3-2 Contingency Planning, question - CP-10.1 Information System Recovery And Reconstitution"
CP-10.E02 Information System Recovery And Reconstitution | Transaction Recovery,VA_Handbook_6500,VA_Handbook_6500,Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Contingency Planning, question - CP-10.E02 Information System Recovery And Reconstitution | Transaction Recovery"
CP-10.E04 Information System Recovery And Reconstitution | Restore Within Time Period,VA_Handbook_6500,VA_Handbook_6500,Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Contingency Planning, question - CP-10.E04 Information System Recovery And Reconstitution | Restore Within Time Period"
IA-01.1 Identification And Authentication Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Identification and Authentication, question - IA-01.1 Identification And Authentication Policy And Procedures"
IA-01.1 Identification And Authentication Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Identification and Authentication, question - IA-01.1 Identification And Authentication Policy And Procedures"
IA-01.1 Identification And Authentication Policy And Procedures,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-01.1 Identification And Authentication Policy And Procedures"
IA-02.1 Identification And Authentication (Organizational Users),IA-2_VAM uses RPC,IA-2_VAM uses RPC,Badhan S. Mandal,IA-2_VAM uses RPC.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.1 Identification And Authentication (Organizational Users)"
IA-02.1 Identification And Authentication (Organizational Users),IA-2_Vista_log_on_Screenshot,IA-2_Vista_log_on_Screenshot,Badhan S. Mandal,IA-2_Vista_log_on_Screenshot.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.1 Identification And Authentication (Organizational Users)"
IA-02.1 Identification And Authentication (Organizational Users),IA-2_Vista_log_on_Screenshot,IA-2_Vista_log_on_Screenshot,Badhan S. Mandal,IA-2_VistA_Login_Screenshot_-_Text.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.1 Identification And Authentication (Organizational Users)"
IA-02.1 Identification And Authentication (Organizational Users),IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-02.1 Identification And Authentication (Organizational Users)"
IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts,IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts"
IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts,IA-2.E01_CAG_PIV_LOGIN_Part_Two,IA-2.E01_CAG_PIV_LOGIN_Part_Two,Badhan S. Mandal,IA-2.E01_CAG_PIV_LOGIN_Part_Two.png,"Survey - 3-2 Identification and Authentication, question - IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts"
IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts,IA-2.E01_AWS_MFA_Screen,IA-2.E01_AWS_MFA_Screen,Badhan S. Mandal,IA-2.E01_AWS_MFA_Screen.png,"Survey - 3-2 Identification and Authentication, question - IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts"
IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts,IA-2.E01_AWS_Administrators_Group_Users,IA-2.E01_AWS_Administrators_Group_Users,Badhan S. Mandal,IA-2.E01_AWS_Administrators_Group_Users.png,"Survey - 3-2 Identification and Authentication, question - IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts"
IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts,IA-2.E01_AWS_Administrators_Group_Configuration,IA-2.E01_AWS_Administrators_Group_Configuration,Badhan S. Mandal,IA-2.E01_AWS_Administrators_Group_Configuration.png,"Survey - 3-2 Identification and Authentication, question - IA-02.E01 Identification And Authentication (Organizational Users) | Network Access To Privileged Accounts"
IA-02.E02 Identification And Authentication (Organizational Users) | Network Access To Non-Privileged Accounts,IA-2.E02_Evidence,IA-2.E02_Evidence,Badhan S. Mandal,IA-2.E02_Evidence.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.E02 Identification And Authentication (Organizational Users) | Network Access To Non-Privileged Accounts"
